Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
418068,B00113OZQK,AZNFAXLOCECVV,msg2be,0,0,5,1311206400,Love the mix - tasty but still pretty good for you!,"This is the perfect blend of salty and sweet, and a nice amount of calories for a mid-morning or afternoon snack.  It is not overloaded with peanuts (too often used as filler for other nut mixes) and the peanuts are honey roasted (the preparation of peanut I like best other than boiled!).  I wish they had it in a larger tub (I feel like the extra packaging is increasing my carbon footprint) but it is cheaper if calculating price by the ounce than a 9 ounce container bought at a supermarket or drugstore."
67421,B000F4DKBC,A234OFCJVQW6IR,"nsomniak6 ""lcslone""",1,1,2,1292630400,"A Better Name would Be, ""Cinnamon Oil Tea""",I have only recently discovered a love for Chai Tea but it could be only a certain brand. I really enjoy the Celestial Seasonings brand Chai which has more body and well-blended flavor. This had such a strong cinnamon flavor and it was more the oil-type not the cinnamon stick type. None of the other flavors stood out at all to me. I really like cinnamon but it reminded me of the cinnamon toothpicks we made when I was a kid. I haven't had much experience with other types of Chai so I can't much of a comparison.
55766,B00141QYMC,A7EJERNB7IK3Z,CQ DX,3,8,1,1292112000,"I too, am justifiably wary of this MADE IN CHINA pet product!","I just purchased a bag of this Vitality Chicken Breast dog jerky product from a large national retailer today (I liked the natural, wholesome ingredients), and was VERY concerned and upset when I read that is is made in China. Given the many unecessary and unethical pet deaths that occured fairly recently due to melamine and other toxic ingredients in Chinese made pet products, my concern is quite legitimate and justifiable. You just don't know if you can trust any pet products from China anymore. And here I thought that I finally found a good, heatlhy, wholesome pet treat for my dog. I had to throw out the bag. Bummer."
38613,B000OYMGMC,A1KJZDARW77PRA,Beader,14,18,1,1294704000,Misrepresentation,"I ordered these tootsie roll pops thinking they were the original flavors (orange,cherry,chocolate,grape,&?). What I got was green apple (which is gross by the way!),strawberry (barely ok),cherry & chocolate (the only 2 good flavors in the bunch), blue raspberry, & watermelon (another gross flavor!). The advertisement blurb on the amazon site indicated that the flavors were the original flavors (orange etc.). I didn't want to ship the whole order back so I just used the ones in the order (from the ""Toy Burg"" supplier) and am ordering again from another supplier that I had previously used that represented the correct box (this one being ""The Candy Co.""). So be cautious who you order from because the amazon site does not indicate the exact flavors. I had to call to find out why I got the (wrong) misrepresented flavors & it wasn't easy even then to find out why I got the wrong type. The main lesson here is check your supplier and if all else fails you may have to use trial & error to get the correct item."
330648,B003X06I6Y,A3SHJ8M32R3KA1,Eriyu,0,0,3,1340409600,Tastes pretty much exactly like you'd expect it to,"...In other words, incredibly delicious and kinda revolting at the same time. I've only had the green apple, but I couldn't help but drink it all and hate myself for it. Worth at least a try if you love the candy, but you probably won't like it if you don't.<br /><br />Is that enough mixed signals yet?"
242644,B004I8N804,A3AJLLUUYZN3XK,Big Mack Daddy,1,1,1,1326931200,"Made in Mexico - Stale, very very poor substitute for the Clorets I remember","These are not the same Clorets gum you may remember.  I tried several packs of the gum and they were all off.  No wonder you can't find these in stores anymore, they are of a very poor quality.  Again, do not buy these if you're looking for Clorets."
248004,B004T3QMD8,A1URMXEEWEQR6V,Jeremiah L. Olson,0,0,4,1323043200,Pumpkin Spice Latte,"The directions on the package indicates one can use 6 to 8 ounces of milk or water with this drink mix, and I chose milk.  I used 6 ounces and added the suggested 4 teaspoons of the pumpkin spice mix.  The taste was quite bland and I added three more teaspoons.  I LIKE FLAVOR!  With this addition, I tasted the spice.  However, the pumpkin flavor was subtle and barely detectable.  I would compare this to a spiced chai latte."
290064,B0013LOWDQ,A2BAQGVVFURVDR,CB,23,24,1,1305676800,This product is not as advertised,"The picture shows: cheese straws, a jar, fake grapes and fake leaves. None of these were included in the package. There were no instructions on how to prepare the pasta neither here nor on the manufacturer's website. The quality of the products was very poor. It's not worth $62.18 at all (the items probably cost $15.00 at your local grocery store). I'll be asking for a refund and let you know if I get one.<br /><br />Update: I did get a refund. That's why Amazon is great!"
113368,B001ONPMN2,A2U2U9PM0RE2IS,"Dayna Bubenicek ""DaynaBub""",1,6,1,1299024000,Frosting on a Granola bar?  Eeeww!,"I usually love Kashi's products, but this one is not good at all.  I LOVE dark chocolate and I LOVE coconut, so I thought these were going to be pretty much the best thing ever.  As soon as I got them home, I opened one to try it.  I was sadly disappointed in both the chocolate and coconut taste of this bar.  The so-called ""dark chocolate"" is a paste-like frosting that, being chocolate, obviously should taste good, but has a weird texture that makes it gross.  I was thinking it was going to be like a layer of actual chocolate, similar to the layer of chocolate on the bottom of Kashi's Go-Lean Crunch bars (which are totally yummy), not chocolate flavored frosting on the top of the granola bar.  Second, these do NOT taste like coconut at all.  There is a sprinkling of dried coconut on the top of the nasty frosting, but you can't even taste it, mostly because the chocolate-y taste of the paste, uh, I mean frosting overwhelms it.  My kids won't even eat them and they will eat anything with frosting on it.  Actually, I guess now I have to say they will eat ALMOST anything with frosting on it.  I would skip these in favor of ANY OTHER Kashi granola bar.  Don't waste your money, unless you like to eat paste and have always been searching for a chocolate flavored paste (with a sprinkling of coconut) to smear on a granola bar."
224859,B001EO5SRQ,A2Q9KUKJ5IM4JF,"Lori Arbuckle ""luv2cook""",1,2,4,1168473600,orangey crunchiness,This set of 3 bags of sugar would make wonderful gifts as the packaging is nice. I'm still trying to figure out the best way to use the sugar. Sprinkling it on baked goods before they go in the oven seems like a good thing but I'm hesitant because of the dried orange peels in there. Not sure if they' rehydrate a bit or whether they'll be unpleasant dry bits. Not sure I'd buy it again but is fun to try out.
33618,B004KPFUCO,A1EPP56A17R62Q,"Tommie ""An expert is a former drip under pres...",5,8,3,1306022400,Thoroughly cooked,"It's evident that this product is boiled down and crystallized before being packaged and sold. There are trace elements that are supposed to make it better than regular sugar. If you want an alternative sweetener that is delicious as well, try Coconut Secret Coconut Sugar Crystals (it's listed as Raw Vegan). It's good enough, unfortunately, to eat with a spoon. <a href=""http://www.amazon.com/gp/product/B003XBBAUM"">Raw Coconut Crystals 12 Oz 340 Gram</a>"
314121,B000093HKC,AS9EMSRXUKI5L,B-Man,1,1,2,1313366400,Didnt Work,Here it is 2 months later and I still got fleas hopping around my place....nothing seems to be really working...I used this first so I wouldn't have to bomb the joint but I ended up still having to bomb the place..I've bought/used everything I could think of...and they just won't die...I'm ready to call in the air force to drop a real bomb on the joint....smdh!!!
469615,B003XP5ZEA,A3U7HTT0PO0IAO,Frugal Ant,1,2,2,1344297600,"This used to be a great product, used to be","I used to buy this at Costco when I used to live near one. After moving, I had a lot of difficulty finding canned wild salmon that is boneless, skinless, tastes descent, and won't break your wallet (I eat salmon every day). I lead a very busy schedule, so I don't always have time to prepare meals from scratch, but want to stay healthy, so I look for products such as this salmon in a can. I gave up on finding BPA free cans a long time ago, so I don't bother checking for that anymore, and couldn't tell you if these cans are BPA free or not.<br />With all that said, I was excited to find this product on amazon, as I used to eat this brand all the time. I ordered it, and opened a can expecting the same great taste. I was soooooo disappointed! They must have changed the recipe or something, because now it tastes like one of those cheap brands where you're not even sure it's real salmon. It's no better in flavor than the stuff that I do find on the grocery store cans, which are all real gross in flavor.<br />I gave it two stars because the flavor is"
34514,B008FHUDW0,A31YQGZMQTN8VM,katrina,0,0,5,1349222400,Very Pleased,"This coffee is just a great tasting coffee.  It's on the bold side, yet a little more cream for those who prefer a milder coffee does the trick.  It came well packaged and two days early!"
175940,B000EYKPR0,A1FHMKT87JWFON,T. Turley,2,2,1,1259539200,Buy a different flavor!!,These pop rocks are XXXXtremely sour.  I gave them for trick or treat candy. They are so sour we could not get any children to eat the whole pack.  They threw their extra packs away. I still have half the container left and none of my children nor the neighborhood children want to eat them.
227666,B001FSJCPK,AY4R8JIZO1LBH,A music fan,1,1,4,1314576000,Work great!,"I have two very sweet kitties, but when it comes to giving them medicine they turn into wild banshees.  I finally decided to try Pill Pockets, and lo and behold, they worked!  They beg me for them even when they're not taking medication, so I give one to the cats every so often as a treat so hopefully they will continue to like them.  My only complaint is that they are a bit on the smallish side; sometimes the pill pokes out the other end and you have to stretch it a bit to make sure none of the pill shows before giving it to the cat. Otherwise, a great find! And waaaaay cheaper on Amazon than buying it at a pet store."
329987,B002QWHJOU,A1J1F8B09O6URF,Lily,2,6,3,1318377600,My Dogs love them,My  dogs love them.. They are pricey for a treat tho!<br />I did not notice any change on their teeth -plaque stayed the same.. even tho I gave it to my  dog 2 times a day for few months. Still needed to go to the vet for  deep teeth cleaning.
448260,B000FK7G16,A3LSTGAP7LOV1S,Alice Wakefield,5,5,4,1189814400,"Chicken-in-a-can, not bad at all","I got tired of tuna fish, so decided to try the chicken for a change of pace. It's surprisingly good, and real handy to have around for sandwiches or casseroles. The 4.5 oz size is perfect for one or two people with no waste, and costs about the same as tuna."
44325,B0006UIJVG,A1NYKD19R5JQWD,Rayne,0,0,1,1333584000,really disappointed,"though i did not purchase this through amazon, i did get this recently from thw grocery store, and have to admit im really disappointed.  i followed the instructions the first evening EXACTLY as instructed with the included paper, and no results.  the second day, i brewed just a little longer, still no luck, (basing this off some other comments from other users here on amazon) then today i only did 6oz, not 12 as the paper instructs, and even brewed this for 6 minutes.  still nothing.<br /><br />i really wanted this to work for me like it has for others, i had heard good things and was so excited, but still no luck.  i guess im one of those people this doesnt affect. ill keep trying it daily till i run out, but looks like ill have to try something else.<br /><br />as for taste, its not bad. just tastes like tea leaves, not deliciously fantastic, but not nose-pinchingly undrinkable. good luck to anyone else. hope you have more success with this than i did"
163363,B000CQID1A,ADVF8DBSAYPVW,JC,2,3,4,1181260800,"Slim Jim Giant, Tabasco, 0.97-Ounce Box (Pack of 24)",These are tasty but a little hotter than I like.
220835,B001CCU848,A1SS2GZW1KW3BC,Terry Nelson,0,1,2,1348185600,Wrong product was shipped,I ordered the regular Chef's Reserve and I received Decaf. The Jamaica order was correct and I received regular coffee.  But I don't drink Decaf. Luckily my wife on occasion does drink decaf.<br /> /tln/
501712,B000N4LT9Y,A3PD8JD9L4WEII,"Bron ""Bron""",4,4,4,1232409600,"Yep, that's pepper alright!","Let's see, peppercorns at a good price...yep, that's what it is. ;)<br /><br />Product is as described and a good value."
562560,B000CRKOIE,ALSVRJQE2THZT,Grady Morgan,9,9,3,1254268800,"Great Granola, Not fresh from Amazon","This granola is really good, but the stuff from Amazon is not fresh.  The whole bag is a solid brick of granola when you receive it.  It is pretty stale.  I've gotten it several times, and my experience has been consistent."
316783,B004FEN3GA,A1D2FXEWRIV1YV,Anne Masterson,0,0,4,1303948800,"Delicious but beware, as one is not enough!","This thin wafer is qite tasty.  The blueberrys taste real and not like an artificial facsimile.  They are sweet, but not too sweet. If you are someone who likes more of a biscuit type cookie, this is the cookie for you.<br /><br />However, one will not do or be satisfying.  These are a bit addictive and it is very easy to reach for another. Because they are thin and not too sweet, it is easy to think they are not too caloric, but they are, so be careful on that front.<br /><br />I bought some of the chocolate raspberry variety today and I like them even better!  But anything with chocolate is better.<br /><br />The only downside is the package, in my opinion, is a bit small to justify the price."
361480,B00295EL4U,A11JJCNOWCG8N6,J. Clark,0,0,1,1303776000,Gives Lentil soup a bad name,I would put this in the category of barely edible.  The soup was bland and what flavor there was was not a good one.  The texture was rather bad itself and I would prefer any other lentil soup to this one here.<br />Just awful.
50382,B002J65DBO,AV98923H37LRY,Sarah C. Totton,4,6,1,1258761600,Is it supposed to taste like this?,"I've cooked quite a bit with rosewater, but I'd never tried orange flower water before. I found a recipe that called for it that I wanted to try so I ordered a bottle.<br /><br />the water looked clear but when I opened it up I was greeted by a smell reminiscent of stagnant pond water. I was ready to throw it away, but my mother insisted on tasting it, in case it tasted better than it smelled.<br /><br />She spent 10 minutes over the sink spitting and gagging. Is orange flower water *supposed* to taste and smell like this? Please tell me this is a mistake. I can't imagine why anyone would want to cook with it."
300051,B000WFRYWU,A2LR3H7YEVV6CN,Valente Riolo,1,1,5,1305763200,"So far, so good.","We have been feeding our 3 year old fussy Italian Greyhound this for about 2 years now and it's one of the few canned dog foods he likes. It think it's the sweet potato. Hopefully, it's healthy for hims as well."
128793,B0032GREWQ,A3S63P38TWAN3Q,Denise A. Goodwin,8,8,1,1296259200,BC BLEW IT!,"I have been buying Potato Buds for over 35 years and will never again! I am now cooking potatoes and mashing them. The new and improved are garbage, I threw out my open box and got a refund for all three boxes I bought from the Betty Crocker company.<br /><br />If they ever bring back the ""ORIGINAL POTATO BUDS"" I am back in, but until then bye bye!"
88600,B000PMJLJO,A17MRB5QEHV7ZX,Bug fan,18,18,4,1240272000,Pretty nice,"The product consists of an approximately 10 inch (25 cm) long piece of meat with 1 or 2 smaller (approx 1 1/2-2 inches, 3-5 cm) pieces thrown in.  The meat is about 1/4 inch (6-7 mm) thick and comes in a fairly easy, peel open package.  Taste is good though on the salty side (it carries more than 1/2 the daily recommended amount of salt).  It does not actually taste like steak, just jerky, but the meat is pretty tender and I didn't feel like I was wrestling with shoe leather.  I appreciate the fact that the pepper bits are not ""loose"" like some other jerkies, so crumbs are not much of a concern.  Per the box, store in a cool, dry place.<br />Nutritional info:<br /><br />Servings per container: 1<br />Calories: 120<br />Total fat: 2g (3%)<br />Saturated fat: 1g (5%)<br />Trans fat: 0g<br />Cholesterol: 50 mg (17%)<br />Sodium: 1360 mg (57%)<br />Total carbohydrates: 4g (1%)<br />Dietary fiber: 0g<br />Sugars: 2g<br />Protein: 22g"
20277,B001BDDTB2,A3FKGKUCI3DG9U,Paul Moskowitz,0,0,3,1229472000,"It looks good, but is it good for the cats?","My two traditional striped cats eat mostly dry Science Diet cat food with a few NuCat vitamins added.  They also get Iams canned chicken, turkey, or beef once a day.  Brownie prefers the dry food but will eat some canned food only when the can is freshly opened.  Pi likes both.  We tried the Petite Cuisine Variety Pack (Yellowfin, Snapper, Tuna & Sole, Tuna & Shrimp) and the Petite Cuisine Variety Pack (Chinese Chicken & Chicken Pot Pie) over the course of sixteen days. Each cat got about one-quarter can each day.  I alternated cans of chicken and fish varieties.<br /><br />At first, the felines were enthusiastic.  After a while they tired of the chicken.  Pi would only lick up the gravy, while Brownie refused to even look at it.  The fish was better received.  They like the yellowfin and the tuna & shrimp.  The cat vote is for two of the six varieties.<br /><br />There is, however, a question of mercury in ocean fish.  A 1995 study in Japan found that cats that ate tuna had a higher concentration of mercury in their fur than cats that ate dry cat food.  The study and its results are discussed in an article that you can find on the web by using the search term ""all about tuna fish"".  I posted a question on the Petite Cuisine web site as to whether they had tested their products for mercury.  I have not received an answer.  My conclusion is that it may be ok to give the cats fish as an occasional treat but not as a steady diet."
564538,B000V1D140,A16VCOWY3WGN1,ALBERT LLAPUR,0,0,2,1323129600,Taste OK,"The product was good and convenient to have in the house, but overpriced and nowhere near restaurant quality. Lobster Bisque is hard to find in cans so as far as that is concerned I would use it again.  I had to use 2 cans at a time."
184659,B001BCVY4W,A3FKGKUCI3DG9U,Paul Moskowitz,1,1,3,1229472000,"It looks good, but is it good for the cats?","My two traditional striped cats eat mostly dry Science Diet cat food with a few NuCat vitamins added.  They also get Iams canned chicken, turkey, or beef once a day.  Brownie prefers the dry food but will eat some canned food only when the can is freshly opened.  Pi likes both.  We tried the Petite Cuisine Variety Pack (Yellowfin, Snapper, Tuna & Sole, Tuna & Shrimp) and the Petite Cuisine Variety Pack (Chinese Chicken & Chicken Pot Pie) over the course of sixteen days. Each cat got about one-quarter can each day.  I alternated cans of chicken and fish varieties.<br /><br />At first, the felines were enthusiastic.  After a while they tired of the chicken.  Pi would only lick up the gravy, while Brownie refused to even look at it.  The fish was better received.  They like the yellowfin and the tuna & shrimp.  The cat vote is for two of the six varieties.<br /><br />There is, however, a question of mercury in ocean fish.  A 1995 study in Japan found that cats that ate tuna had a higher concentration of mercury in their fur than cats that ate dry cat food.  The study and its results are discussed in an article that you can find on the web by using the search term ""all about tuna fish"".  I posted a question on the Petite Cuisine web site as to whether they had tested their products for mercury.  I have not received an answer.  My conclusion is that it may be ok to give the cats fish as an occasional treat but not as a steady diet."
379316,B001TM70XS,ABFI4FYUW8NLA,pumpkin,0,0,5,1350086400,cat food,Good cat food. My 20 yr old cat licks up the gravy and I get to throw the rest away. Just trying to keep her happy in her elder years. Shake up the cans before u open them to mix it all up.
469514,B007BF3RZC,A1VAI53H7BPDZ,DeeMarty,0,0,2,1346284800,Cannot recommend,"Disappointed, does not fit the brew system.  The lid does not fully close.  Product does brew coffee, but am afraid it will eventually harm the machine."
555179,B0060RI17G,A3ITRCGQT4R6BT,ShoppersEase,0,0,3,1331769600,ShopperEase,The HOT Chocolate flavors are the best part of the Mix and were great. However the apple ciders were off the mark they tasted more medicinal if anything and my kids were put off by the smell. We'll probably stick to the old fashion way of doing hot cider.
93604,B004IJMVQK,A2VN7AHGGBVXFD,cascao,0,0,3,1347148800,Good taste - Bad Price,"These crackers are delicious. They are a bit sweeter than I hoped for, but still, really tasty and crunchy. I try to wait until they get on sale to buy them - they are quite expensive."
361378,B000G7V3N0,A221I9R7I92ORO,IRG,7,7,4,1221868800,"Yummy, Addictive and Healthy Snack","These may be the best pretzels I've ever had. They're tasty AND healthy (bonus: They're organic). Good alone or with salsa, guacamole or a non-fat dips. Or add some apple or pear slices, a dollop of yogurt or some fresh veggies for a quick and healthy at-home or on the go snack.<br /><br />I first came across them in a desperate attempt to wean myself from baked white cheddar chips. Looking for something crunchy yet non-fattening wasn't easy. You get 15 pretzel sticks at only 130 calories and no saturated or trans fats. Works for me!<br /><br />Best of all, there's 4% dietary fiber in a serving. (About 8 servings to an 8-ounce bags, so we're talking about a week's worth of healthy snacks.)<br /><br />The honey wheat flavor is great and best of all, it's a satisfying snack, too.<br /><br />If you buy in bulk, be sure to hide away those other bags and count out portions. Otherwise, it's way too easy to overeat these pretzels."
83287,B005ZBZLT4,AIR056KXB0MHC,"Jackie M ""NJBooks4Less""",3,4,4,1327968000,SF Bay Fog Chaser K Cup - A pleasant surprise,"I saw this brand for the first time at a local supermarket yesterday and figured for $6.49 for a box of 12 (that's 54 cents a cup), I'd give it a try.<br /><br />As other reviewers have pointed out, its not actually a plastic K Cup but a rigid rim with a foil lid attached to a filter filled with coffee. The rim sits perfectly in my Keurig machine. When you close the lid of your machine, the product is punctured from the top only. The filter is sort of bowl-shaped and doesn't make contact with the lower puncture needle, but you really wouldn't want it to puncture a filter anyway - you'd have grounds in your coffee. It's a clever idea, actually.<br /><br />I was skeptical about this product because the box doesn't have the ""Keurig"" co-branding that all the others do, but given the variation to the cup design, I can now understand why. I was pleasantly surprised with this product. The taste was quite good and strong, and is the closest thing to real coffee-pot coffee that I've had in 3+ years of Keurig machine cup samplings. I had no coffee grounds in the cup, and it was quite satisfying.<br /><br />By way of background, my all-time favorite variety is Tullys French Roast, and I prefer dark roasts. The box for San Francisco Bay Fog Chaser says its a combination of their regular roast and their french. Its not as strong as Tullys French but it's definitely not weak. My machine is the B77 model which has 4 size settings. Going from small to large, I used the third size which is 7.25 ounces and I was very satisfied with the taste and strength.<br /><br />I wanted to start with the small 12 count box at the market to try them out. Really, who wants 80 cups of something you might not like? But now I know it's a winner, I'll be getting them here regularly where they are even more affordable."
249161,B004TPKAN4,A3S0Y5GVW1CYRW,"Jennifer Brister ""geek girl""",0,0,2,1321228800,Yikes! A little too much ginger!,"I had high hopes for this organic ginger snap and unfortunately, I was disappointed. I don't know if it's because it is organic or just because of the kind of ginger snap this is, but the ginger flavor is so strong that I couldn't finish my first cookie! They are just about too hard to even eat. If you love a strong taste of ginger and you like hard cookies, then you might like these, but otherwise, stay away."
87824,B008O3G25W,A185QFJRTB5W93,"Tropicalwolf ""Freelance Writer""",1,2,5,1318204800,Interesting Idea - Little Dogs Loved It,"Well, the title says it all.  The little dogs of the household loved this interesting twist on the traditional treat.  They did not seem to understand why they were not allowed to walk off with it, but they grasped the concept eventually.  Often traveling with our two smallest poms, this ""roll-on"" style treat is a simple, non messy, non-poop-inducing alternative to traditional treats.  It is ""just enough"" when you want to reward them without having to worry about making a mess in the car.  I am not sure if this concept will catch on with the mainstream, but as long as it is competitively priced, I can see this being a useful tool for many dog-rearing activities.  While we are far past that stage, I can see this being helpful for different training activities as well.  Bring yourself and your dog ""outside of the bubble"" and give this new treat a try."
521184,B008ATDIDE,A1CY07M5D754PW,J. O'Connor,0,1,5,1244851200,Kashi is Great!,"Kashi Go Lean Crunch is the best cold cereal I've even eaten.  Besides, it's actually good for you."
444028,B0040MKNTW,A2QBZBO4PZZ8QT,g3scorpio,2,2,1,1326326400,"Agree with ""basted not wrapped""","Like others, I ordered this product after Petsmart stopped carrying it. I ordered 3 packages a month or so ago and the treats were fine, my dog LOVED them like always! When I went to re-order, I read the review about the treats now being ""basted"" with duck flavor instead of being wrapped with dried duck pieces and thought it was weird, because my order was the same. That is, until I received this last order of 4 packs this week. All of them were basted or really more like stained in duck flavor -- my dog, who was usually so excited to get one of these treats, left it on the floor untouched. We are both VERY disappointed -- not at Amazon, but at the manufacturer for changing their product"
343924,B008J1HO4C,A1E4IZ8LZVW5XU,suno32,0,0,5,1333929600,Would buy again and again,My spouse grew up on this oatmeal making it easy to introduce into our meal plan.  I am pleasantly surprised with the taste and the texture of this oatmeal.  I would buy again.
514997,B007XSZWAK,ADLJYBOCPJAFE,Joecompute,0,0,2,1312243200,You have to be kidding,"I see this is now 30 bucks for 2 bags, shipped.  What a joke.  It was ok when it was less than fifteen, but youd have to be nuts to pay the current price"
282090,B003UMI7SW,A1WIFELUBSBQIC,BeeCharmer,2,3,1,1340064000,"Hellmann's is Tasting BAD, Y'all","I bought my Hellmann's mayonnaise at the local grocery (Indiana), expiry date April 2012.  It was also bad when opened - it tasted super-vinegary and just ""off,"" and I have been using Hellmann's for many years.  I don't know if they have changed the formula or what, but I threw out a much-anticipated BLT sandwich because I had put Hellmann's on it.  If they have changed the recipe, they REALLY need to go back to the old one.  I won't ruin any more family recipes by using Hellmann's if they don't."
136136,B004IJM4OY,AD7IF3VITUS6V,Dean  L. Weeks,1,2,4,1309392000,Confused!!!!,"I really like this cookie, but very confused about whether it is vegan or not. Amazon has listed in the ingredients, milk, but also says that it is vegan.Product website says it's vegan."
555808,B001TLY7BM,A3BF0LCM30TRDL,"tammy Mae ""tammy Mae""",0,3,1,1336608000,my cats won't eat it,I have 3 picky cats...I ordered a case of this and they would not touch it..so I sent it to my mom has several cats and they would not touch it either..not even her dog would eat it...
480462,B000MN6Y46,A3JXWZZ4RQENN7,Happy29,2,3,3,1308873600,It's okay.,"Although I love tea and drink it all the time, I thought the Scottish Breakfast Tea was just okay.  I also ordered Taylors of Harrogate Earl Grey Tea, and it is WONDERFUL! The best Earl Grey Tea I have had. As for Breakfast Tea, I guess my favorite is still Trader Joe's Irish Breakfast Tea."
18991,B000F4H5FO,A3NWN0SRCFVAE,"Jeff ""The Hobbit""",0,0,5,1235433600,Great product & excellent shipping,Shipment arrived on time and in good condition.  Most retail stores don't even carry Lady Grey.  All I have found is the sample packs with maybe 2 or 3 bags of this delicious mix of tea.  It was truly a great deal for the price. Highly recommended!!
187444,B004H4LOCS,A2HEXUCJZ3CCD1,yogibear,0,0,5,1320451200,BEST COFFEE EVER!,I LOVE THIS COFFEE.  WONDERFUL FLAVOR AND IT TAKES ONLY A LITLLE TO MAKE A LOT.  THIS IS MY FAVORITE!
461032,B0060JNAE8,A3JKI7AWYSTILO,Robert Ward,8,11,3,1242518400,Mediocre olive oil,"As natural products go, sometimes they are good.  Other times, not so good.  Zoe had good reviews in other media, but I found my recent purchase to be unusually bland.  I recommend extra virgin Napoleon olive oil which I have bought on Amazon.  It has consistently been flavorful even though not from the usual Mediteranean countries."
447396,B0026LQW4Y,A1BPL1U71YBU1W,RS,0,0,5,1286755200,WOW!!!,"I do not like pickles. I hate pickles! With a passion. Love sunflower seeds though. I got these by mistake and I AM IN LOVE!!! They are delicious and addictive. Great dill pickle taste, unmistakable. Love them and the price is great.<br /><br />(this does not mean I am liking actual pickles all of a sudden)  :o)"
554275,B007OXJKF2,A1GRH9BIJ9E0QM,"Jeffrey Sowers ""Jeff122178""",3,6,1,1297209600,Not bad coffee. Horrible price,"Let me start off with the coffee itself which is pretty good. I will say that these coffee's (green mountain and such) have really huge swings. I've bought cases that were wonderful and the next will have a burnt aftertase or be noticably weaker in comparison so realize that these reviews may be reflective of the wild inconsistant nature of the brand...<br /><br />Now for the major point; 1.04 a cup!? I know K's have gone up quite a bit recently but not that much geez. This brand is a staple at ""Bed Bath & Beyond"" so you know and is 10.99 up from 9.99 for a box of 18, which is .61 a cup. But hey if ya don't wanna leave the house go for it. Oh wait you can order if from them online as well... oh well I tried gimme my star back."
315545,B00141OU50,A3K2MB2DZ2LJCN,"J. LAI ""jenlai1345""",4,5,1,1322697600,has stinky chemicals,"I used to get these instore and found a cheaper deal on Amazon. I recently realize when you open the bag, there's a strong smell (like plastic or chemicals). I tried a little bit myself and the smell is just so strong that I can't bear it. I tossed everything everything away and would not buy this again.<br />It's made in China. You don't know what they put in the chicken strips to get them addicted or .... sick.<br />AVOID!"
85085,B003JO71D8,A2T1NVWF7VV89C,dorypaws,38,40,2,1304985600,Not happy with this product,"I have a great amount of experience with water kefir; have been producing it at home for many years and enjoying the great health benefits gained from drinking it daily.  I wanted to share this experience with a friend and thought to bring DEHYDRATED grains with me on a visit to get her started.  I did not want to travel a lond distance with wet grains (I could have shared my own) and thought it would be easier to bring them dried.  The product description here states that they are dehydrated grains...NOT true.  What I received was a padded manila envelope, a ziploc baggy with about 1 to 2 teaspoons of some very badly crushed, wet grains (looked like they got squished by the postage cancelling machine used by the Post Office), and a photocopy of instructions.  Not as described or pictured in this listing.  The grains smelled bad and so far, have not been able to produce good quality kefir.  Who is the product manufacturer...Real Man of Genius? It is most certainly not Cultures for Health as pictured.<br /><br /> ""Each Packet of Water Kefir Starter Culture Contains: 2 teaspoons Live active water kefir culture in a dehydrated state (will rehydrate to 3-4 tablespoons of water kefir grains; sufficient to yield 2-3 quarts of water kefir every 24-48 hours). For additional information on this product, please contact the manufacturer."""
558573,B000EMNKXS,A6TM01TR65GRD,sjohnons,1,1,5,1286755200,Great Product,"This is a popular item in our office, we always need extra on hand.  The quantity is exactly what we need and the delivery is fast - so that we are never without!"
250885,B004MTDAD4,A21XGF9IMR5UB6,Take no prisoners,0,2,3,1326240000,All I am saying is give these a chance.,"Few people confess to enjoying black licorice jelly beans, yet this candy can be very difficult to find.  They are not all alike good.  I don't know who cooks up this brand, but they're pretty good.  However, there are several brands (which I won't list here), that are VERY good.  I suggest samping them all."
558873,B000LKX4ZC,A3MW0HWAOCUW1R,Kristine,0,1,1,1220140800,"Bland, I'm not impressed","I bought these since many people commented on how great they taste.  I think they are bland and need to be salted (even though there IS salt on them and I ALMOST NEVER add salt to my food).  I don't think they replace chips and  I don't know that I'll be able to eat the rest.  I certainly didn't think ""these are yummy"" as I tried them.  Also, each bag is 2 servings--I mistakenly thought each bag was 1 serving.  I will by Stacy's soy chips again before these---those are YUMMY--I never should have tried something new."
500848,B002TN49F8,A3MHGA6BJJ7P27,"W. T. Hoffman ""artist and musician""",0,0,4,1284422400,A nice desert coffee,"The better the coffee, the higher the price. So, even tho they say this coffee is grown in high areas of the world, dont bet it contains coffee beans from the hawaian volcanos, Jamaican mountains, or the Ethiopian highlands, even tho the coffee bag says the ""High Grown Beans"" are harvested from the ""Finest coffee producing regions around the world"" . Its 100% arabian coffee, like a lot of the coffee at the grocery store. It's got a great vanilla scent and aftertaste, but then again, its naturally and artificially flavored. So if you are a conneseseur of the finest coffees, and finest flavorings, you'll probibly pick up on this divergence between what the bag claims, and what the Amazon discription claims. However, if your palette is not so discerning, you'll not spot the difference. From my standpoint, MELITTA's PARISIAN VANILLA produced a good, solid cup of ""desert coffee"". It's smooth enough, but you'll probibly want to add sweetener and some cream or milk, to bring out the vanilla flavoring.  It did drink well, to the bottom of the cup, without becoming bitter. (Milk tends to keep Cafe au Lait from becoming too bitter, tho.) It smells wonderful, by the way."
